text,label
The book will be cool though I don’t mind.,1
How really rotten will be The city?,0
How wonderful The city has been!,1
Life has been dreadful this week.,0
How really awesome appears The trip?,1
How boring Life seems!,0
The book became horrible this week.,0
Life appears very pleasant lately.,1
You remains enjoyable this week.,1
Does Work turned out amazing?,1
So sufficient that They seems!,1
I think The city sounds nothing special  that’s true.,2
How somewhat okay became The project?,2
That idea seems pretty unremarkable lately.,2
The weather turned out very sufficient  it’s fine.,2
My friend turned out grim since I don’t mind.,0
I think The city is adequate but that’s true.,2
She appears typical this week.,2
This place has been quite alright yet it’s fine.,2
Work will be depressing this week.,0
Why seems This place somewhat horrible?,0
The trip sounds pretty poor lately.,0
So bleak that The team will be!,0
The party feels pathetic today.,0
Is The party really awesome?,1
My friend became somewhat poor because it’s fine.,0
The day sounds terrible this week.,0
How alright The experience turned out!,2
What a acceptable time My phone went!,0
How pleasant My friend will be!,0
The weather remains slightly awful.,0
The game became horrible today.,2
We is totally brilliant lately.,1
The weather became frustrating this week.,2
How really grim became She?,0
How irritating The project was!,1
How  amazing gets The book?,1
Is Work somewhat frustrating?,0
The party appears a bit alright.,2
Is We quite lame?,0
How satisfying The game sounds!,2
What a disappointing time She seems!,0
Does This place feels tolerable?,2
Does I gets middling?,1
Is I  pathetic?,0
"Wow, They feels a bit delightful!",1
Does I sounds adequate?,2
The trip looks so-so and I don’t mind.,2
So fine that My friend was!,2
Is We  plain?,2
What a incredible time You sounds!,1
Is They really so-so?,1
How splendid She went!,2
The game became disastrous this week.,0
The book remains incredible this week.,1
He sounds brilliant today.,1
She sounds slightly delightful.,1
This place will be pretty satisfying.,1
"Wow, The party looks pretty middling!",2
Does The game sounds hopeless?,1
So not bad that The book turned out!,2
So super that The weather became!,1
Does School went nothing special?,1
I think They became lousy while that’s true.,1
Why sounds They totally so-so?,1
What a neutral time They sounds!,2
Does Work went irritating?,0
They is adequate and I don’t mind.,2
Why is The book  charming?,1
He was so lousy lately.,0
The trip seems somewhat bleak yet it could be worse.,0
The project went a bit not great lately.,2
The experience became kind of disastrous because it could be worse.,0
Why turned out My phone totally dreadful?,2
My friend went totally nice yet it could be worse.,0
We seems  incredible.,1
The trip will be totally terrible.,0
I think The experience has been sad because that’s true.,0
"Wow, Work gets  irritating!",0
The trip feels satisfying because I don’t mind.,1
What a exciting time The weather became!,1
The party was usual and I don’t mind.,2
The trip gets totally splendid because it could be worse.,1
How quite fair will be That idea?,2
How rotten The day appears!,0
Life is boring because I don’t mind.,0
Is She somewhat impressive?,1
The game went very wonderful.,1
What a lovely time He sounds!,1
Is The movie really typical?,2
Is I totally usual?,0
My friend seems quite miserable but it could be worse.,2
She gets pathetic today.,0
I think School appears unremarkable yet that’s true.,2
Is The game  impressive?,1
She was lousy this week.,0
Does The game turned out nice?,2
You is kind of acceptable.,2
How a bit fair appears The food?,2
The city looks delightful and I don’t mind.,2
So usual that They has been!,2
Why became The movie somewhat disappointing?,0
What a passable time The weather was!,2
Does The book became horrible?,0
Does The game remains moderate?,2
I think My friend remains excellent yet that’s true.,1
I think Work sounds great because that’s true.,1
I think He looks depressing though that’s true.,0
The experience was very dreadful  it could be worse.,0
I think The experience went awful  that’s true.,0
I think Life looks splendid but that’s true.,1
I think I seems nice because that’s true.,1
The trip was so standard  it’s fine.,2
The weather became ugly this week.,0
What a impressive time Life remains!,1
The weather was awful this week.,1
What a happy time The day went!,1
What a excellent time Work became!,1
Is I really dreadful?,0
How miserable The book has been!,0
Is Work  boring?,0
I turned out quite sufficient.,2
So great that Life has been!,0
Is My friend pretty normal?,2
Does The team looks rotten?,0
She turned out somewhat normal and it could be worse.,2
The book remains sad and I don’t mind.,0
School will be so disappointing and it could be worse.,0
How pretty normal went The movie?,2
Does She feels fantastic?,1
School feels very hopeless  it’s fine.,0
What a usual time The movie has been!,2
What a sufficient time That idea sounds!,2
So bleak that The city remains!,0
"Wow, The city remains really miserable!",0
So not bad that The movie gets!,0
Is My friend a bit dreadful?,0
"Wow, You is slightly frustrating!",1
The movie will be disastrous this week.,0
The food turned out okay but I don’t mind.,1
Why has been The book a bit alright?,0
The city has been awful this week.,0
He remains  brilliant.,1
The movie has been somewhat wonderful  it could be worse.,1
School is slightly dull.,0
The team sounds  sufficient.,2
School will be quite ugly.,0
School went dull this week.,0
You feels pretty normal though it’s fine.,2
My phone is so dull.,0
The book was so brilliant but it’s fine.,1
I think He became good while that’s true.,1
Is She kind of not bad?,2
The movie became great but I don’t mind.,1
My phone gets so not great since it could be worse.,2
I think My phone gets standard since that’s true.,2
Is You a bit decent?,2
The team has been a bit unremarkable but it’s fine.,2
Life feels fair though I don’t mind.,2
School appears really fabulous.,1
You appears very impressive.,1
What a hopeless time The weather will be!,0
Does My friend looks frustrating?,0
You went somewhat decent lately.,2
How a bit moderate is We?,2
Is The project somewhat adequate?,1
The city looks pathetic this week.,0
Why sounds My phone slightly fine?,1
The day seems fabulous this week.,1
The food will be frustrating since I don’t mind.,2
So dull that The day has been!,0
What a horrible time The book has been!,0
My friend remains dreadful since I don’t mind.,0
We was sad this week.,0
You remains super today.,1
I think School became moderate yet that’s true.,2
What a fabulous time The game remains!,1
How pathetic The party seems!,0
How quite bleak looks Life?,0
How excellent You sounds!,1
Is We kind of splendid?,1
The game looks quite exciting lately.,1
Why looks The food really awful?,0
How somewhat wonderful is I?,1
I think They feels impressive because that’s true.,1
Does Life appears not bad?,2
Does We looks delightful?,1
Is I quite passable?,2
The day sounds standard this week.,2
How very pleasant remains He?,1
This place gets splendid because I don’t mind.,1
What a incredible time Life looks!,1
School appears a bit lame while it could be worse.,0
My friend will be slightly excellent and it could be worse.,1
I think The weather sounds delightful because that’s true.,0
Why sounds The party very dreadful?,0
My phone gets kind of bad.,0
The project gets very unremarkable and it’s fine.,2
What a mediocre time The team feels!,2
What a fabulous time We looks!,1
The day feels nothing special today.,2
I think The team appears frustrating yet that’s true.,0
How  so-so is We?,2
How pleasant The team gets!,1
Why went The party kind of super?,1
Is The experience a bit boring?,0
The game sounds very standard lately.,0
Life feels incredible while I don’t mind.,1
The experience remains slightly tolerable while it’s fine.,2
The experience gets annoying though I don’t mind.,0
"Wow, The city is slightly nice!",1
The city appears ugly today.,0
Is My phone  fantastic?,1
Work became pretty acceptable because it could be worse.,2
Does The trip gets ugly?,0
I seems slightly enjoyable lately.,1
The city went alright today.,2
Is The weather very plain?,2
The movie feels nothing special this week.,2
The food appears pretty moderate lately.,2
How  poor has been Life?,0
She was poor and I don’t mind.,0
He feels lovely this week.,1
My phone sounds really fine.,2
How so pathetic feels The project?,0
What a frustrating time The project was!,0
She feels middling today.,2
My phone remains happy this week.,1
Does That idea looks usual?,2
"Wow, The trip is pretty unpleasant!",2
"Wow, I will be quite boring!",0
The project was very fine yet it’s fine.,2
Is The book so acceptable?,2
The party will be excellent today.,1
"Wow, This place feels somewhat awesome!",1
"Wow, The game was totally frustrating!",0
Does The weather has been nice?,1
Why feels The food somewhat awesome?,1
